"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName"
"611","May2014a.r","Smoking during","Control mothers","31.8",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,27.03,0,"FASD diagnosis"
"612","May2014a.r","Smoking and drinking during","Case mothers","67.4",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,28.982,1,"FASD diagnosis"
"613","May2014a.r","Smoking and drinking during","Control mothers","15.5",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,13.175,0,"FASD diagnosis"
"614","May2014a.r","Smoking and binge 3+ during","Case mothers","55.8",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.994,1,"FASD diagnosis"
"615","May2014a.r","Smoking and binge 3+ during","Control mothers","7.1",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,6.035,0,"FASD diagnosis"
"616","May2014a.r","Smoking and binge 5+ during","Case mothers","48.8",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,20.984,1,"FASD diagnosis"
"617","May2014a.r","Smoking and binge 5+ during","Control mothers","4.7",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,3.995,0,"FASD diagnosis"
"618","May2014a.r","Consumes alcohol: current","Case mothers","67.4",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,28.982,1,"FASD diagnosis"
"619","May2014a.r","Consumes alcohol: current","Control mothers","20",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,17,0,"FASD diagnosis"
"620","May2014a.r","Binge current","Case mothers","89.7",NA,"Binge 3+, Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,38.571,1,"FASD diagnosis"
"621","May2014a.r","Binge current","Control mothers","5.9",NA,"Binge 3+, Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.015,0,"FASD diagnosis"
"622","May2014a.r","Current alcohol consumption a week","Case mothers",NA,NA,"extracted from table 4 page 862",NA,13.9,10.41,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FASD diagnosis"
"623","May2014a.r","Current alcohol consumption a week","Control mothers",NA,NA,"extracted from table 4 page 862",NA,4.81,4.98,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FASD diagnosis"
"624","May2014a.r","Alcohol consumption: during first trimester","Case mothers","90.7",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,39.001,1,"FASD diagnosis"
"625","May2014a.r","Alcohol consumption: during first trimester","Control mothers","22.4",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,19.04,0,"FASD diagnosis"
"626","May2014a.r","Alcohol consumption: during second trimester","Case mothers","90.7",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,39.001,1,"FASD diagnosis"
"627","May2014a.r","Alcohol consumption: during second trimester","Control mothers","15.3",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,13.005,0,"FASD diagnosis"
"628","May2014a.r","Alcohol consumption: during third trimester","Case mothers","88.4",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,38.012,1,"FASD diagnosis"
"629","May2014a.r","Alcohol consumption: during third trimester","Control mothers","12.9",NA,"Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,10.965,0,"FASD diagnosis"
"630","May2014a.r","Binge during 3+","Case mothers","67.4",NA,"Binge 3+, Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,28.982,1,"FASD diagnosis"
"631","May2014a.r","Binge during 3+","Control mothers","9.4",NA,"Binge 3+, Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,7.99,0,"FASD diagnosis"
"632","May2014a.r","Binge during 5+","Case mothers","55.8",NA,"Binge 5+, Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.994,1,"FASD diagnosis"
"633","May2014a.r","Binge during 5+","Control mothers","5.9",NA,"Binge 5+, Extracted from table 1 page 34",1,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.015,0,"FASD diagnosis"
"634","May2014a.r","Drinkers per drinking day","Case mothers",NA,NA,"extracted from table 4 page 862",NA,4.93,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FASD diagnosis"
"635","May2014a.r","Drinkers per drinking day","Control mothers",NA,NA,"extracted from table 4 page 862",NA,0.73,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FASD diagnosis"
"636","May2014a.r","FASD diagnosis","Case mothers","100",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,43,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,43,NA,NA
"637","May2014a.r","FASD diagnosis","Control mothers","100",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,85,"school",NA,NA,NA,"South Africa","non-native","retrospective",FALSE,TRUE,"logical",TRUE,85,NA,NA
"638","May2017.r","Av_drinks_day_pregn","Case mothers FAS",NA,NA,"extracted from table 4 p.10",NA,5.9,5.8,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"639","May2017.r","Av_drinks_day_pregn","Case mothers pFAS",NA,NA,"extracted from table 4 p.10",NA,2.9,4.3,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"pFAS diagnosis"
"640","May2017.r","Av_drinks_day_pregn","Case mothers ARND",NA,NA,"extracted from table 4 p.10",NA,6.1,5.9,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"ARND diagnosis"
"641","May2017.r","Av_drinks_day_pregn","Control mothers",NA,NA,"extracted from table 4 p.10",NA,1.7,3.4,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"642","May2017.r","Av_drinkday_pregn","Case mothers FAS",NA,NA,"extracted from table 4 p.10",NA,1.7,1.6,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"643","May2017.r","Av_drinkday_pregn","Case mothers pFAS",NA,NA,"extracted from table 4 p.10",NA,0.8,1,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"pFAS diagnosis"
"644","May2017.r","Av_drinkday_pregn","Case mothers ARND",NA,NA,"extracted from table 4 p.10",NA,1.5,1.4,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"ARND diagnosis"
"645","May2017.r","Av_drinkday_pregn","Control mothers",NA,NA,"extracted from table 4 p.10",NA,0.4,0.7,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"646","May2017.r","Drinks_3+_oc_pregn","Case mothers FAS","73.7",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,86.966,1,"FAS diagnosis"
"647","May2017.r","Drinks_3+_oc_pregn","Case mothers pFAS","53.8",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,48.958,1,"pFAS diagnosis"
"648","May2017.r","Drinks_3+_oc_pregn","Case mothers ARND","94.2",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,51.81,1,"ARND diagnosis"
"649","May2017.r","Drinks_3+_oc_pregn","Control mothers","34",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,34,0,NA
"650","May2017.r","Drinks_5+_oc_pregn","Case mothers FAS","65.3",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,77.054,1,"FAS diagnosis"
"651","May2017.r","Drinks_5+_oc_pregn","Case mothers pFAS","39.6",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,36.036,1,"pFAS diagnosis"
"652","May2017.r","Drinks_5+_oc_pregn","Case mothers ARND","57.7",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,31.735,1,"ARND diagnosis"
"653","May2017.r","Drinks_5+_oc_pregn","Control mothers","26",NA,"extracted from table 4 p.10",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,26,0,NA
"654","May2017.r","Drank_first_trim","Case mothers FAS","81",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,95.58,1,"FAS diagnosis"
"655","May2017.r","Drank_first_trim","Case mothers pFAS","67",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,60.97,1,"pFAS diagnosis"
"656","May2017.r","Drank_first_trim","Case mothers ARND","100",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,55,1,"ARND diagnosis"
"657","May2017.r","Drank_first_trim","Control mothers","43",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,43,0,NA
"658","May2017.r","Drank_3+_first_trim","Case mothers FAS","72.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,85.196,1,"FAS diagnosis"
"659","May2017.r","Drank_3+_first_trim","Case mothers pFAS","53.8",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,48.958,1,"pFAS diagnosis"
"660","May2017.r","Drank_3+_first_trim","Case mothers ARND","92.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,50.71,1,"ARND diagnosis"
"661","May2017.r","Drank_3+_first_trim","Control mothers","31.3",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,31.3,0,NA
"662","May2017.r","Drank_5+_first_trim","Case mothers FAS","63.5",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,74.93,1,"FAS diagnosis"
"663","May2017.r","Drank_5+_first_trim","Case mothers pFAS","38.5",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,35.035,1,"pFAS diagnosis"
"664","May2017.r","Drank_5+_first_trim","Case mothers ARND","54.9",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,30.195,1,"ARND diagnosis"
"665","May2017.r","Drank_5+_first_trim","Control mothers","23.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.2,0,NA
"666","May2017.r","Av_drinks_day_first_trim","Case mothers FAS",NA,NA,"extracted from table 4 p.11",NA,8.4,5.4,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"667","May2017.r","Av_drinks_day_first_trim","Case mothers pFAS",NA,NA,"extracted from table 4 p.11",NA,6.6,4.8,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"pFAS diagnosis"
"668","May2017.r","Av_drinks_day_first_trim","Case mothers ARND",NA,NA,"extracted from table 4 p.11",NA,7.9,7.1,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"ARND diagnosis"
"669","May2017.r","Av_drinks_day_first_trim","Control mothers",NA,NA,"extracted from table 4 p.11",NA,5.7,3.9,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"670","May2017.r","Av_drinkday_week_first_trim","Case mothers FAS",NA,NA,"extracted from table 4 p.11",NA,2.4,1.5,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"671","May2017.r","Av_drinkday_week_first_trim","Case mothers pFAS",NA,NA,"extracted from table 4 p.11",NA,1.8,1.2,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"pFAS diagnosis"
"672","May2017.r","Av_drinkday_week_first_trim","Case mothers ARND",NA,NA,"extracted from table 4 p.11",NA,1.8,1.3,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"ARND diagnosis"
"673","May2017.r","Av_drinkday_week_first_trim","Control mothers",NA,NA,"extracted from table 4 p.11",NA,1.5,0.7,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"674","May2017.r","Drank_second_trim","Case mothers FAS","71.4",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,84.252,1,"FAS diagnosis"
"675","May2017.r","Drank_second_trim","Case mothers pFAS","45.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,41.132,1,"pFAS diagnosis"
"676","May2017.r","Drank_second_trim","Case mothers ARND","83.3",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,45.815,1,"ARND diagnosis"
"677","May2017.r","Drank_second_trim","Control mothers","25",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,25,0,NA
"678","May2017.r","Drank_3+_second_trim","Case mothers FAS","58.3",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,68.794,1,"FAS diagnosis"
"679","May2017.r","Drank_3+_second_trim","Case mothers pFAS","35.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,32.032,1,"pFAS diagnosis"
"680","May2017.r","Drank_3+_second_trim","Case mothers ARND","74.5",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,40.975,1,"ARND diagnosis"
"681","May2017.r","Drank_3+_second_trim","Control mothers","18.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,18.2,0,NA
"682","May2017.r","Drank_5+_second_trim","Case mothers FAS","53",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,62.54,1,"FAS diagnosis"
"683","May2017.r","Drank_5+_second_trim","Case mothers pFAS","25.3",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,23.023,1,"pFAS diagnosis"
"684","May2017.r","Drank_5+_second_trim","Case mothers ARND","41.2",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,22.66,1,"ARND diagnosis"
"685","May2017.r","Drank_5+_second_trim","Control mothers","14.1",NA,"extracted from table 4 p.11",1,NA,NA,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,14.1,0,NA
"686","May2017.r","Av_drinks_day_second_trim","Case mothers FAS",NA,NA,"extracted from table 4 p.11",NA,8.5,5.7,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"687","May2017.r","Av_drinks_day_second_trim","Case mothers pFAS",NA,NA,"extracted from table 4 p.11",NA,6.7,5.3,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"pFAS diagnosis"
"688","May2017.r","Av_drinks_day_second_trim","Case mothers ARND",NA,NA,"extracted from table 4 p.11",NA,7.4,6.3,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"ARND diagnosis"
"689","May2017.r","Av_drinks_day_second_trim","Control mothers",NA,NA,"extracted from table 4 p.11",NA,6.6,4.8,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
"690","May2017.r","Av_drinkday_second_trim","Case mothers FAS",NA,NA,"extracted from table 4 p.11",NA,2.4,1.4,NA,NA,NA,NA,NA,118,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis"
"691","May2017.r","Av_drinkday_second_trim","Case mothers pFAS",NA,NA,"extracted from table 4 p.11",NA,1.8,1.4,NA,NA,NA,NA,NA,91,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"pFAS diagnosis"
"692","May2017.r","Av_drinkday_second_trim","Case mothers ARND",NA,NA,"extracted from table 4 p.11",NA,1.9,1.4,NA,NA,NA,NA,NA,55,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"ARND diagnosis"
"693","May2017.r","Av_drinkday_second_trim","Control mothers",NA,NA,"extracted from table 4 p.11",NA,1.7,0.8,NA,NA,NA,NA,NA,100,"school",NA,2011,NA,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,NA
